bi_reference,year,quarter,data_subject_type,data_type,decision_taken,incident_category,incident_type,no_data_subjects_affected,sector,time_taken_to_report
BI49243,2023,Qtr 4,Patients,Unknown,No Further Action,Non Cyber,Alteration of personal data,Unknown,Health,72 hours to 1 week
BI49248,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,72 hours to 1 week
BI49248,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,72 hours to 1 week
BI49249,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,72 hours to 1 week
BI49249,2023,Qtr 4,Patients,Economic and financial data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,72 hours to 1 week
BI49250,2023,Qtr 4,Patients,Basic personal identifiers,Not Yet Assigned,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,More than 1 week
BI49250,2023,Qtr 4,Patients,Health data,Not Yet Assigned,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,More than 1 week
BI49274,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,Less than 24 hours
BI49274,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,Less than 24 hours
BI49282,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI49283,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,24 hours to 72 hours
BI49283,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,24 hours to 72 hours
BI49286,2023,Qtr 4,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,Unknown,Health,72 hours to 1 week
BI49286,2023,Qtr 4,Unknown,Health data,Informal Action Taken,Non Cyber,Failure to redact,Unknown,Health,72 hours to 1 week
BI49287,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49291,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI49291,2023,Qtr 4,Children,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI49297,2023,Qtr 4,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49309,2023,Qtr 4,Vulnerable adults,Unknown,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49309,2023,Qtr 4,Patients,Unknown,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49311,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI49311,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI49311,2023,Qtr 4,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI49311,2023,Qtr 4,Employees,Health data,Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI49323,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,100 to 1k,Health,24 hours to 72 hours
BI49323,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Failure to use bcc,100 to 1k,Health,24 hours to 72 hours
BI49327,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49327,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49330,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49338,2023,Qtr 4,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49338,2023,Qtr 4,Vulnerable adults,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49338,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49338,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49340,2023,Qtr 4,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,10 to 99,Health,Less than 24 hours
BI49343,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI49343,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI49345,2023,Qtr 4,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI49345,2023,Qtr 4,Vulnerable adults,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI49345,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI49345,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI49347,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI49347,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI49351,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49351,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49354,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1k to 10k,Health,24 hours to 72 hours
BI49354,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1k to 10k,Health,24 hours to 72 hours
BI49354,2023,Qtr 4,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1k to 10k,Health,24 hours to 72 hours
BI49354,2023,Qtr 4,Children,Health data,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1k to 10k,Health,24 hours to 72 hours
BI49361,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1k to 10k,Health,Less than 24 hours
BI49361,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1k to 10k,Health,Less than 24 hours
BI49372,2023,Qtr 4,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI49372,2023,Qtr 4,Employees,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI49373,2023,Qtr 4,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI49373,2023,Qtr 4,Employees,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI49375,2023,Qtr 4,Patients,Unknown,Not Yet Assigned,Non Cyber,Loss/theft of device containing personal data,10k to 100k,Health,72 hours to 1 week
BI49378,2023,Qtr 4,Patients,Health data,No Further Action,Non Cyber,Hardware/software misconfiguration,100 to 1k,Health,24 hours to 72 hours
BI49389,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49389,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49399,2023,Qtr 4,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49399,2023,Qtr 4,Unknown,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49404,2023,Qtr 4,Subscribers,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,Health,24 hours to 72 hours
BI49406,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI49406,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI49406,2023,Qtr 4,Children,Basic personal identifiers,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI49406,2023,Qtr 4,Children,Health data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Health,Less than 24 hours
BI49407,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49407,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49410,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Health,24 hours to 72 hours
BI49411,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI49411,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI49418,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,24 hours to 72 hours
BI49420,2023,Qtr 4,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49420,2023,Qtr 4,Unknown,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49424,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49424,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49458,2023,Qtr 4,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Cyber,Unauthorised access,10k to 100k,Health,More than 1 week
BI49458,2023,Qtr 4,Customers or prospective customers,Data revealing racial or ethnic origin,Informal Action Taken,Cyber,Unauthorised access,10k to 100k,Health,More than 1 week
BI49458,2023,Qtr 4,Customers or prospective customers,Identification data,Informal Action Taken,Cyber,Unauthorised access,10k to 100k,Health,More than 1 week
BI49458,2023,Qtr 4,Customers or prospective customers,Location data,Informal Action Taken,Cyber,Unauthorised access,10k to 100k,Health,More than 1 week
BI49464,2023,Qtr 4,Patients,Basic personal identifiers,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI49465,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI49465,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI49476,2023,Qtr 4,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,Health,More than 1 week
BI49476,2023,Qtr 4,Users,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,Health,More than 1 week
BI49487,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI49487,2023,Qtr 4,Children,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI49488,2023,Qtr 4,Users,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI49489,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49489,2023,Qtr 4,Patients,Data revealing racial or ethnic origin,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49489,2023,Qtr 4,Patients,Genetic or biometric data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49489,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49489,2023,Qtr 4,Patients,Sex life data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49489,2023,Qtr 4,Patients,Sexual orientation data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49499,2023,Qtr 4,Patients,Basic personal identifiers,Not Yet Assigned,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI49499,2023,Qtr 4,Patients,Health data,Not Yet Assigned,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI49500,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI49500,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI49502,2023,Qtr 4,Patients,Basic personal identifiers,No Further Action,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49502,2023,Qtr 4,Patients,Health data,No Further Action,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49513,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49513,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49516,2023,Qtr 4,Patients,Health data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49527,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,More than 1 week
BI49527,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,More than 1 week
BI49544,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49544,2023,Qtr 4,Employees,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49549,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49549,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49554,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI49554,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI49568,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI49568,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI49571,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49571,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49574,2023,Qtr 4,Employees,Unknown,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,24 hours to 72 hours
BI49584,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49584,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49587,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49587,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
